movieId,title,genres,title_lower,combined_text
6592,"Secret Lives of Dentists, The (2002)",Drama,"secret lives of dentists, the (2002)","Secret Lives of Dentists, The (2002) Drama"
6593,Freaky Friday (2003),Children Comedy Fantasy,freaky friday (2003),Freaky Friday (2003) Children Comedy Fantasy
6594,Seaside (Bord de Mer) (2002),Drama,seaside (bord de mer) (2002),Seaside (Bord de Mer) (2002) Drama
6595,S.W.A.T. (2003),Action Thriller,s.w.a.t. (2003),S.W.A.T. (2003) Action Thriller
6596,"Divorce, Le (2003)",Comedy Drama Romance,"divorce, le (2003)","Divorce, Le (2003) Comedy Drama Romance"
6597,"Princess Blade, The (Shura Yukihime) (2001)",Action Sci-Fi,"princess blade, the (shura yukihime) (2001)","Princess Blade, The (Shura Yukihime) (2001) Action Sci-Fi"
6598,Step Into Liquid (2002),Documentary,step into liquid (2002),Step Into Liquid (2002) Documentary
6599,Accattone (1961),Drama,accattone (1961),Accattone (1961) Drama
6600,...And God Spoke (1993),Comedy,...and god spoke (1993),...And God Spoke (1993) Comedy
6601,Big Trouble (1986),Comedy,big trouble (1986),Big Trouble (1986) Comedy
6602,Brain Damage (1988),Comedy Horror,brain damage (1988),Brain Damage (1988) Comedy Horror
6603,"Double Life, A (1947)",Crime Drama Film-Noir,"double life, a (1947)","Double Life, A (1947) Crime Drama Film-Noir"
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy,hawks and sparrows (uccellacci e uccellini) (1966),Hawks and Sparrows (Uccellacci e Uccellini) (1966) Comedy
6605,"Man in the Glass Booth, The (1975)",Drama,"man in the glass booth, the (1975)","Man in the Glass Booth, The (1975) Drama"
6606,Purpose (2002),Drama,purpose (2002),Purpose (2002) Drama
6607,"Red Pony, The (1949)",Drama,"red pony, the (1949)","Red Pony, The (1949) Drama"
6608,Sex & the Other Man (1996),Comedy Drama,sex & the other man (1996),Sex & the Other Man (1996) Comedy Drama
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Drama,"gospel according to st. matthew, the (vangelo secondo matteo, il) (1964)","Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964) Drama"
6610,"Honeymoon Killers, The (1970)",Crime Thriller,"honeymoon killers, the (1970)","Honeymoon Killers, The (1970) Crime Thriller"
6611,Umberto D. (1952),Drama,umberto d. (1952),Umberto D. (1952) Drama
6612,Brother's Keeper (1992),Documentary,brother's keeper (1992),Brother's Keeper (1992) Documentary
6613,"Day of the Dolphin, The (1973)",Drama,"day of the dolphin, the (1973)","Day of the Dolphin, The (1973) Drama"
6614,I Love You to Death (1990),Comedy Crime,i love you to death (1990),I Love You to Death (1990) Comedy Crime
6615,Freddy vs. Jason (2003),Action Horror Thriller,freddy vs. jason (2003),Freddy vs. Jason (2003) Action Horror Thriller
6616,Grind (2003),Action Comedy,grind (2003),Grind (2003) Action Comedy
6617,Open Range (2003),Western,open range (2003),Open Range (2003) Western
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action Comedy,shaolin soccer (siu lam juk kau) (2001),Shaolin Soccer (Siu lam juk kau) (2001) Action Comedy
6619,Uptown Girls (2003),Comedy,uptown girls (2003),Uptown Girls (2003) Comedy
6620,American Splendor (2003),Comedy Drama,american splendor (2003),American Splendor (2003) Comedy Drama
6621,"Backyard, The (2002)",Documentary,"backyard, the (2002)","Backyard, The (2002) Documentary"
6622,Carnages (a.k.a. Carnage) (2002),Drama,carnages (a.k.a. carnage) (2002),Carnages (a.k.a. Carnage) (2002) Drama
6623,Passionada (2002),Comedy Romance,passionada (2002),Passionada (2002) Comedy Romance
6624,Agent Cody Banks (2003),Action Adventure Children Fantasy,agent cody banks (2003),Agent Cody Banks (2003) Action Adventure Children Fantasy
6625,Camp Nowhere (1994),Adventure Children Comedy,camp nowhere (1994),Camp Nowhere (1994) Adventure Children Comedy
6626,"Cemetery Club, The (1993)",Comedy Drama Romance,"cemetery club, the (1993)","Cemetery Club, The (1993) Comedy Drama Romance"
6627,Changing Habits (1997),Comedy Drama,changing habits (1997),Changing Habits (1997) Comedy Drama
6628,Hot Dog... The Movie (1984),Comedy,hot dog... the movie (1984),Hot Dog... The Movie (1984) Comedy
6629,House of Wax (1953),Crime Horror Mystery Thriller,house of wax (1953),House of Wax (1953) Crime Horror Mystery Thriller
6630,"Inn of the Sixth Happiness, The (1958)",Adventure Drama,"inn of the sixth happiness, the (1958)","Inn of the Sixth Happiness, The (1958) Adventure Drama"
6631,Man's Best Friend (1993),Horror Sci-Fi Thriller,man's best friend (1993),Man's Best Friend (1993) Horror Sci-Fi Thriller
6632,Of Unknown Origin (1983),Horror,of unknown origin (1983),Of Unknown Origin (1983) Horror
6633,Prince of Jutland (a.k.a. Royal Deceit) (1994),Drama,prince of jutland (a.k.a. royal deceit) (1994),Prince of Jutland (a.k.a. Royal Deceit) (1994) Drama
6634,Rowing with the Wind (Remando al viento) (1988),Drama Romance,rowing with the wind (remando al viento) (1988),Rowing with the Wind (Remando al viento) (1988) Drama Romance
6635,"Rachel Papers, The (1989)",Drama Romance,"rachel papers, the (1989)","Rachel Papers, The (1989) Drama Romance"
6636,"Sure Thing, The (1985)",Comedy Romance,"sure thing, the (1985)","Sure Thing, The (1985) Comedy Romance"
6637,Thrashin' (1986),Action Drama,thrashin' (1986),Thrashin' (1986) Action Drama
6638,Valley Girl (1983),Comedy Romance,valley girl (1983),Valley Girl (1983) Comedy Romance
6639,Wait Until Dark (1967),Drama Thriller,wait until dark (1967),Wait Until Dark (1967) Drama Thriller
6640,Where the Rivers Flow North (1993),Drama,where the rivers flow north (1993),Where the Rivers Flow North (1993) Drama
6641,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),Drama,code unknown (code inconnu: récit incomplet de divers voyages) (2000),Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000) Drama
6642,Showdown in Little Tokyo (1991),Action Crime,showdown in little tokyo (1991),Showdown in Little Tokyo (1991) Action Crime
6643,Tokyo Story (Tôkyô monogatari) (1953),Drama,tokyo story (tôkyô monogatari) (1953),Tokyo Story (Tôkyô monogatari) (1953) Drama
6644,"Green Ray, The (Rayon vert, Le) (1986)",Drama Romance,"green ray, the (rayon vert, le) (1986)","Green Ray, The (Rayon vert, Le) (1986) Drama Romance"
6645,THX 1138 (1971),Action Adventure Drama Sci-Fi,thx 1138 (1971),THX 1138 (1971) Action Adventure Drama Sci-Fi
6646,Valley of the Dolls (1967),Drama,valley of the dolls (1967),Valley of the Dolls (1967) Drama
6647,"Business of Fancydancing, The (2002)",Drama,"business of fancydancing, the (2002)","Business of Fancydancing, The (2002) Drama"
6648,Chunhyang (2000),Drama Musical Romance,chunhyang (2000),Chunhyang (2000) Drama Musical Romance
6649,Tunes of Glory (1960),Drama,tunes of glory (1960),Tunes of Glory (1960) Drama
6650,Kind Hearts and Coronets (1949),Comedy Drama,kind hearts and coronets (1949),Kind Hearts and Coronets (1949) Comedy Drama
6651,Ash Wednesday (2002),Crime Drama,ash wednesday (2002),Ash Wednesday (2002) Crime Drama
6652,Joe Kidd (1972),Western,joe kidd (1972),Joe Kidd (1972) Western
6653,"Keep, The (1983)",Horror Thriller,"keep, the (1983)","Keep, The (1983) Horror Thriller"
6654,Atragon (Kaitei Gunkan) (1963),Adventure Sci-Fi,atragon (kaitei gunkan) (1963),Atragon (Kaitei Gunkan) (1963) Adventure Sci-Fi
6655,"Mysterians, The (Chikyu Boeigun) (1957)",Sci-Fi,"mysterians, the (chikyu boeigun) (1957)","Mysterians, The (Chikyu Boeigun) (1957) Sci-Fi"
6656,Attack of the Puppet People (1958),Horror Sci-Fi,attack of the puppet people (1958),Attack of the Puppet People (1958) Horror Sci-Fi
6657,"Beast from 20,000 Fathoms, The (1953)",Sci-Fi,"beast from 20,000 fathoms, the (1953)","Beast from 20,000 Fathoms, The (1953) Sci-Fi"
6658,10 (1979),Comedy Romance,10 (1979),10 (1979) Comedy Romance
6659,Tremors (1990),Comedy Horror Sci-Fi,tremors (1990),Tremors (1990) Comedy Horror Sci-Fi
6660,"Red Shoes, The (1948)",Drama Fantasy Musical Romance,"red shoes, the (1948)","Red Shoes, The (1948) Drama Fantasy Musical Romance"
6661,Me & Isaac Newton (1999),Documentary,me & isaac newton (1999),Me & Isaac Newton (1999) Documentary
6662,"Pink Panther, The (1963)",Comedy Crime,"pink panther, the (1963)","Pink Panther, The (1963) Comedy Crime"
6663,"Pink Panther Strikes Again, The (1976)",Comedy Crime,"pink panther strikes again, the (1976)","Pink Panther Strikes Again, The (1976) Comedy Crime"
6664,Commando (1985),Action Adventure,commando (1985),Commando (1985) Action Adventure
6665,Dracula (1979),Horror Romance,dracula (1979),Dracula (1979) Horror Romance
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy Drama Fantasy,"discreet charm of the bourgeoisie, the (charme discret de la bourgeoisie, le) (1972)","Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972) Comedy Drama Fantasy"
6667,Waco: The Rules of Engagement (1997),Documentary,waco: the rules of engagement (1997),Waco: The Rules of Engagement (1997) Documentary
6668,"Road Home, The (Wo de fu qin mu qin) (1999)",Drama Romance,"road home, the (wo de fu qin mu qin) (1999)","Road Home, The (Wo de fu qin mu qin) (1999) Drama Romance"
6669,Ikiru (1952),Drama,ikiru (1952),Ikiru (1952) Drama
6670,Comic Book Villains (2002),Comedy,comic book villains (2002),Comic Book Villains (2002) Comedy
6671,"Angel at My Table, An (1990)",Drama,"angel at my table, an (1990)","Angel at My Table, An (1990) Drama"
6672,War Photographer (2001),Documentary War,war photographer (2001),War Photographer (2001) Documentary War
6673,"Ay, Carmela! (¡Ay, Carmela!) (1990)",Drama War,"ay, carmela! (¡ay, carmela!) (1990)","Ay, Carmela! (¡Ay, Carmela!) (1990) Drama War"
6674,War and Peace (Jang Aur Aman) (2001),Documentary War,war and peace (jang aur aman) (2001),War and Peace (Jang Aur Aman) (2001) Documentary War
6675,Far (2001),Drama,far (2001),Far (2001) Drama
6676,Incident at Oglala (1992),Documentary,incident at oglala (1992),Incident at Oglala (1992) Documentary
6677,Predictions of Fire (Prerokbe Ognja) (1996),Documentary,predictions of fire (prerokbe ognja) (1996),Predictions of Fire (Prerokbe Ognja) (1996) Documentary
6678,"Handmaid's Tale, The (1990)",Drama Sci-Fi,"handmaid's tale, the (1990)","Handmaid's Tale, The (1990) Drama Sci-Fi"
6679,Revolution OS (2001),Documentary,revolution os (2001),Revolution OS (2001) Documentary
6680,Live Nude Girls Unite! (2000),Documentary,live nude girls unite! (2000),Live Nude Girls Unite! (2000) Documentary
6681,All the Little Animals (1998),Drama Thriller,all the little animals (1998),All the Little Animals (1998) Drama Thriller
6682,Earth (1998),Drama War,earth (1998),Earth (1998) Drama War
6683,Fire (1996),Drama,fire (1996),Fire (1996) Drama
6684,Death in Venice (Morte a Venezia) (1971),Drama Romance,death in venice (morte a venezia) (1971),Death in Venice (Morte a Venezia) (1971) Drama Romance
6685,Marci X (2003),Comedy Musical,marci x (2003),Marci X (2003) Comedy Musical
6686,"Medallion, The (2003)",Action Comedy Crime Fantasy,"medallion, the (2003)","Medallion, The (2003) Action Comedy Crime Fantasy"
6687,My Boss's Daughter (2003),Comedy Romance,my boss's daughter (2003),My Boss's Daughter (2003) Comedy Romance
6688,Autumn Spring (Babí léto) (2001),Comedy Drama,autumn spring (babí léto) (2001),Autumn Spring (Babí léto) (2001) Comedy Drama
6689,"Battle of Shaker Heights, The (2003)",Comedy Drama Romance,"battle of shaker heights, the (2003)","Battle of Shaker Heights, The (2003) Comedy Drama Romance"
6690,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy Fantasy Mystery,don't tempt me (sin noticias de dios) (2001),Don't Tempt Me (Sin noticias de Dios) (2001) Comedy Fantasy Mystery
6691,Dust (2001),Drama Western,dust (2001),Dust (2001) Drama Western
6692,Stoked: The Rise and Fall of Gator (2002),Documentary,stoked: the rise and fall of gator (2002),Stoked: The Rise and Fall of Gator (2002) Documentary
6693,Venus Boyz (2001),Documentary,venus boyz (2001),Venus Boyz (2001) Documentary
6694,Suddenly (Tan de Repente) (2002),Comedy Drama,suddenly (tan de repente) (2002),Suddenly (Tan de Repente) (2002) Comedy Drama
6695,Jeepers Creepers 2 (2003),Horror Thriller,jeepers creepers 2 (2003),Jeepers Creepers 2 (2003) Horror Thriller
6696,Bollywood/Hollywood (2002),Comedy Drama Musical Romance,bollywood/hollywood (2002),Bollywood/Hollywood (2002) Comedy Drama Musical Romance
6697,Civil Brand (2002),Drama,civil brand (2002),Civil Brand (2002) Drama
6698,Nola (2002),Drama,nola (2002),Nola (2002) Drama
6699,Once Upon a Time in the Midlands (2002),Drama,once upon a time in the midlands (2002),Once Upon a Time in the Midlands (2002) Drama
6700,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",Comedy Drama Musical Romance,"other side of the bed, the (otro lado de la cama, el) (2002)","Other Side of the Bed, The (Otro lado de la cama, El) (2002) Comedy Drama Musical Romance"
6701,Zero Day (2002),Drama,zero day (2002),Zero Day (2002) Drama
6702,Dickie Roberts: Former Child Star (2003),Comedy,dickie roberts: former child star (2003),Dickie Roberts: Former Child Star (2003) Comedy
6703,"Order, The (2003)",Horror Mystery Thriller,"order, the (2003)","Order, The (2003) Horror Mystery Thriller"
6704,Home Room (2002),Drama,home room (2002),Home Room (2002) Drama
6705,Party Monster (2003),Comedy Crime Drama Thriller,party monster (2003),Party Monster (2003) Comedy Crime Drama Thriller
6706,Taking Sides (2001),Drama,taking sides (2001),Taking Sides (2001) Drama
6707,Cabin Fever (2002),Horror Thriller,cabin fever (2002),Cabin Fever (2002) Horror Thriller
6708,Matchstick Men (2003),Comedy Crime Drama,matchstick men (2003),Matchstick Men (2003) Comedy Crime Drama
6709,Once Upon a Time in Mexico (2003),Action Adventure Crime Thriller,once upon a time in mexico (2003),Once Upon a Time in Mexico (2003) Action Adventure Crime Thriller
6710,Dummy (2002),Comedy Drama Romance,dummy (2002),Dummy (2002) Comedy Drama Romance
6711,Lost in Translation (2003),Comedy Drama Romance,lost in translation (2003),Lost in Translation (2003) Comedy Drama Romance
6712,Luster (2002),Comedy Drama Romance,luster (2002),Luster (2002) Comedy Drama Romance
6713,Millennium Actress (Sennen joyû) (2001),Animation Drama Romance,millennium actress (sennen joyû) (2001),Millennium Actress (Sennen joyû) (2001) Animation Drama Romance
6714,So Close (Chik Yeung Tin Sai) (2002),Action Comedy Romance Thriller,so close (chik yeung tin sai) (2002),So Close (Chik Yeung Tin Sai) (2002) Action Comedy Romance Thriller
6715,Children of the Night (1991),Horror,children of the night (1991),Children of the Night (1991) Horror
6716,Daisy Miller (1974),Drama,daisy miller (1974),Daisy Miller (1974) Drama
6717,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),Comedy Drama,enlightenment guaranteed (erleuchtung garantiert) (2000),Enlightenment Guaranteed (Erleuchtung Garantiert) (2000) Comedy Drama
6718,Gotcha! (1985),Comedy,gotcha! (1985),Gotcha! (1985) Comedy
6719,Hard to Hold (1984),Drama Romance,hard to hold (1984),Hard to Hold (1984) Drama Romance
6720,Kuffs (1992),Action Comedy Crime,kuffs (1992),Kuffs (1992) Action Comedy Crime
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action Adventure Drama,once upon a time in china (wong fei hung) (1991),Once Upon a Time in China (Wong Fei Hung) (1991) Action Adventure Drama
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action Romance,once upon a time in china ii (wong fei-hung ji yi: naam yi dong ji keung) (1992),Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992) Action Romance
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,once upon a time in china iii (wong fei-hung tsi sam: siwong tsangba) (1993),Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993) Action
6724,Paper Moon (1973),Comedy Crime Drama,paper moon (1973),Paper Moon (1973) Comedy Crime Drama
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure Musical,sgt. pepper's lonely hearts club band (1978),Sgt. Pepper's Lonely Hearts Club Band (1978) Adventure Musical
6726,"Song for Martin, A (Sång för Martin, En) (2001)",Drama,"song for martin, a (sång för martin, en) (2001)","Song for Martin, A (Sång för Martin, En) (2001) Drama"
6727,Targets (1968),Crime Thriller,targets (1968),Targets (1968) Crime Thriller
6728,"Ugly American, The (1963)",Drama,"ugly american, the (1963)","Ugly American, The (1963) Drama"
6729,"Bostonians, The (1984)",Drama Romance,"bostonians, the (1984)","Bostonians, The (1984) Drama Romance"
6730,Convoy (1978),Action Comedy Drama,convoy (1978),Convoy (1978) Action Comedy Drama
6731,Day of the Dead (1985),Horror Sci-Fi Thriller,day of the dead (1985),Day of the Dead (1985) Horror Sci-Fi Thriller
6732,"Hello, Dolly! (1969)",Comedy Musical Romance,"hello, dolly! (1969)","Hello, Dolly! (1969) Comedy Musical Romance"
6733,I'm Going Home (Je rentre à la maison) (2001),Comedy Drama,i'm going home (je rentre à la maison) (2001),I'm Going Home (Je rentre à la maison) (2001) Comedy Drama
